unit,isced11,age,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED02,Y60-64,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y60-64,T,SE	4336 	7932 	8009 	7828 	7429 	: d	1389 
NR,ED02,Y60-64,T,SI	39 	64 d	31 d	31 d	18 d	14 d	6 d
NR,ED02,Y60-64,T,SK	655 	636 	620 	626 	608 	388 	300 
NR,ED02,Y60-64,T,TR	446 	199 	32 	24 	: 	104 	92 
NR,ED02,Y60-64,T,UK	746 bd	1046 	956 	519 	: d	1379 	1708 
NR,ED02,Y_GE50,F,AT	5087 	4853 	4750 	4950 	4759 	4610 	4337 
NR,ED02,Y_GE50,F,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,F,BE	8766 	8069 	7483 	7505 	6326 	5587 d	4822 
NR,ED02,Y_GE50,F,BG	8088 	8310 	9082 	9633 	9812 	9793 	9444 
NR,ED02,Y_GE50,F,CH	4527 	4442 	4383 	4213 	3919 	3980 	3762 
NR,ED02,Y_GE50,F,CY	242 	227 	232 	206 	276 	126 	116 
NR,ED02,Y_GE50,F,CZ	12277 	12161 	12308 	12070 	11566 	10007 	9512 
NR,ED02,Y_GE50,F,DE	95238 	93052 	89917 	86073 	81766 	76318 	71883 
NR,ED02,Y_GE50,F,DK	10030 d	10660 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE50,F,EE	: d	: d	: d	: d	: d	: d	: d
NR,ED02,Y_GE50,F,EL	5964 	5428 	4882 	4152 	3274 	1779 	1663 
NR,ED02,Y_GE50,F,ES	27545 	27992 	28028 	28342 	28021 	27996 	29351 
NR,ED02,Y_GE50,F,EU27_2020	354550 d	364057 d	347694 d	338249 d	338613 d	289411 d	282719 d
NR,ED02,Y_GE50,F,EU28	360021 d	370200 d	353999 d	343041 d	: 	302408 d	297802 d
NR,ED02,Y_GE50,F,FI	5965 	5746 	5478 	5165 	4752 	4558 	4305 
NR,ED02,Y_GE50,F,FR	28872 	27659 	27221 	26512 	26003 	25205 	24208 
NR,ED02,Y_GE50,F,HR	2697 	2744 	2643 	2591 	2424 	3049 	2838 d
NR,ED02,Y_GE50,F,HU	10963 	11080 	10754 	10979 	10758 	10216 	11614 
NR,ED02,Y_GE50,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE50,F,IS	628 	651 	629 	648 	626 	618 	592 
NR,ED02,Y_GE50,F,IT	51052 	51372 	50092 	49221 	51582 	49752 	48130 
NR,ED02,Y_GE50,F,LI	35 	29 	: 	32 	31 	31 	: 
NR,ED02,Y_GE50,F,LT	5394 	5108 	4771 	4737 	4529 	5218 d	5066 d
NR,ED02,Y_GE50,F,LU	247 	253 	195 	229 	261 	249 	238 
NR,ED02,Y_GE50,F,LV	3224 	3209 	2720 	2602 	2469 	2308 	1626 
NR,ED02,Y_GE50,F,ME	311 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,F,MK	: d	: d	1447 d	: 	: d	: 	: d
NR,ED02,Y_GE50,F,MT	207 	216 	218 	239 	237 	252 	271 
NR,ED02,Y_GE50,F,NL	8714 	8692 	9229 	9507 	9645 	9504 	9463 
NR,ED02,Y_GE50,F,NO	2432 	2162 	2077 	1281 	1219 	: d	3727 d
NR,ED02,Y_GE50,F,PL	25152 	23816 	23733 	21244 	20530 	18896 	16262 
NR,ED02,Y_GE50,F,PT	7889 	7424 d	7076 d	6600 d	6044 d	5509 d	4957 d
NR,ED02,Y_GE50,F,RO	9212 	9899 	10410 	10961 	11703 	12189 	12378 
NR,ED02,Y_GE50,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,F,SE	14631 	28295 	28801 	28663 	27997 	: d	5083 
NR,ED02,Y_GE50,F,SI	708 	1601 d	1637 d	1720 d	1638 d	1559 d	1416 d
NR,ED02,Y_GE50,F,SK	6386 	6192 	6033 	5843 	5696 	5140 	4561 
NR,ED02,Y_GE50,F,TR	3486 	2896 	426 	297 	: 	1392 	1222 
NR,ED02,Y_GE50,F,UK	5470 bd	6143 	6305 	4792 	: d	12997 	15083 
NR,ED02,Y_GE50,M,AT	55 	38 	41 	68 	68 	63 	61 
NR,ED02,Y_GE50,M,BA	5 	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,M,BE	112 	106 	91 	91 	70 	68 d	92 
NR,ED02,Y_GE50,M,BG	16 	27 	23 	14 	28 	27 	22 
NR,ED02,Y_GE50,M,CH	122 	115 	117 	124 	135 	141 	127 
NR,ED02,Y_GE50,M,CY	5 	1 	3 	3 	5 	1 	1 
NR,ED02,Y_GE50,M,CZ	19 	18 	24 	19 	15 	12 	18 
NR,ED02,Y_GE50,M,DE	1947 	1752 	1641 	1448 	1336 	1264 	1121 
NR,ED02,Y_GE50,M,DK	448 d	476 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE50,M,EE	: d	: d	: d	: d	: d	: d	6 d
NR,ED02,Y_GE50,M,EL	78 	75 	62 	51 	44 	19 	8 
NR,ED02,Y_GE50,M,ES	2122 	2267 	2409 	2573 	2692 	2860 	1976 
NR,ED02,Y_GE50,M,EU27_2020	10848 d	11042 d	10802 d	11689 d	10999 d	14183 d	12360 d
NR,ED02,Y_GE50,M,EU28	11077 d	11291 d	11103 d	11786 d	: 	14721 d	13497 d
NR,ED02,Y_GE50,M,FI	148 	135 	139 	137 	136 	145 	125 
NR,ED02,Y_GE50,M,FR	3290 	3259 	3306 	3363 	3318 	3244 	3081 
NR,ED02,Y_GE50,M,HR	8 	9 	12 	9 	11 	15 	10 d
NR,ED02,Y_GE50,M,HU	8 	10 	13 	7 	0 	5 	13 
NR,ED02,Y_GE50,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE50,M,IS	4 	8 	6 	9 	4 	4 	5 
NR,ED02,Y_GE50,M,IT	240 	213 	196 	184 	199 	180 	159 
NR,ED02,Y_GE50,M,LI	0 	0 	: 	0 	0 	0 	: 
NR,ED02,Y_GE50,M,LT	12 	15 	11 	21 	15 	12 d	22 d
NR,ED02,Y_GE50,M,LU	4 	3 	3 	9 	7 	4 	2 
NR,ED02,Y_GE50,M,LV	14 	16 	6 	6 	5 	5 	6 
NR,ED02,Y_GE50,M,ME	2 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,M,MK	: d	: d	170 d	: 	: d	: 	: d
NR,ED02,Y_GE50,M,MT	1 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE50,M,NL	1408 	1450 	1655 	1807 	1987 	2126 	2295 
NR,ED02,Y_GE50,M,NO	118 	100 	89 	59 	51 	: d	160 d
NR,ED02,Y_GE50,M,PL	431 	383 	334 	295 	263 	245 	221 
NR,ED02,Y_GE50,M,PT	52 	51 d	49 d	44 d	41 d	34 d	39 d
NR,ED02,Y_GE50,M,RO	20 	23 	16 	20 	15 	14 	16 
NR,ED02,Y_GE50,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,M,SE	381 	675 	727 	738 	680 	: d	206 
NR,ED02,Y_GE50,M,SI	5 	8 d	10 d	5 d	7 d	6 d	3 d
NR,ED02,Y_GE50,M,SK	24 	31 	31 	42 	17 	3 	8 
NR,ED02,Y_GE50,M,TR	93 	45 	38 	15 	: 	13 	9 
NR,ED02,Y_GE50,M,UK	229 bd	249 	301 	97 	: d	538 	1136 
NR,ED02,Y_GE50,T,AT	5143 	4891 	4792 	5018 	4828 	4674 	4398 
NR,ED02,Y_GE50,T,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,T,BE	8878 	8175 	7574 	7596 	6396 	5655 d	4914 
NR,ED02,Y_GE50,T,BG	8104 	8337 	9105 	9647 	9840 	9820 	9466 
NR,ED02,Y_GE50,T,CH	4649 	4557 	4500 	4337 	4054 	4121 	3889 
NR,ED02,Y_GE50,T,CY	247 	228 	235 	209 	281 	127 	117 
NR,ED02,Y_GE50,T,CZ	12296 	12179 	12332 	12089 	11581 	10019 	9530 
NR,ED02,Y_GE50,T,DE	97186 	94804 	91559 	87521 	83101 	77582 	73004 
NR,ED02,Y_GE50,T,DK	10478 d	11136 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE50,T,EE	: d	: d	: d	: d	: d	: d	: d
NR,ED02,Y_GE50,T,EL	6042 	5503 	4944 	4203 	3318 	1798 	1671 
NR,ED02,Y_GE50,T,ES	29667 	30259 	30437 	30915 	30713 	30856 	31327 
NR,ED02,Y_GE50,T,EU27_2020	365399 d	375099 d	358496 d	349937 d	349611 d	303594 d	295079 d
NR,ED02,Y_GE50,T,EU28	371098 d	381491 d	365102 d	354826 d	: 	317129 d	311298 d
NR,ED02,Y_GE50,T,FI	6113 	5881 	5617 	5302 	4888 	4703 	4430 
NR,ED02,Y_GE50,T,FR	32162 	30918 	30527 	29875 	29321 	28449 	27289 
NR,ED02,Y_GE50,T,HR	2705 	2753 	2655 	2600 	2435 	3064 	2848 d
NR,ED02,Y_GE50,T,HU	10971 	11090 	10767 	10986 	10758 	10221 	11627 
NR,ED02,Y_GE50,T,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE50,T,IS	632 	659 	635 	657 	630 	622 	597 
NR,ED02,Y_GE50,T,IT	51292 	51585 	50288 	49405 	51781 	49932 	48289 
NR,ED02,Y_GE50,T,LI	35 	29 	: 	32 	31 	31 	: 
NR,ED02,Y_GE50,T,LT	5406 	5123 	4782 	4758 	4544 	5230 d	5088 d
NR,ED02,Y_GE50,T,LU	251 	256 	198 	238 	268 	253 	240 
NR,ED02,Y_GE50,T,LV	3238 	3225 	2726 	2608 	2474 	2313 	1632 
NR,ED02,Y_GE50,T,ME	313 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,T,MK	: d	: d	1617 d	: 	: d	: 	: d
NR,ED02,Y_GE50,T,MT	208 	216 	218 	239 	237 	252 	271 
NR,ED02,Y_GE50,T,NL	10122 	10142 	10884 	11314 	11632 	11630 	11759 
NR,ED02,Y_GE50,T,NO	2550 	2261 	2166 	1340 	1270 	: d	3887 d
NR,ED02,Y_GE50,T,PL	25583 	24199 	24067 	21539 	20793 	19141 	16483 
NR,ED02,Y_GE50,T,PT	7941 	7475 d	7125 d	6644 d	6085 d	5543 d	4996 d
NR,ED02,Y_GE50,T,RO	9232 	9922 	10426 	10981 	11718 	12203 	12394 
NR,ED02,Y_GE50,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE50,T,SE	15012 	28970 	29528 	29401 	28677 	: d	5289 
NR,ED02,Y_GE50,T,SI	713 	1609 d	1647 d	1725 d	1645 d	1565 d	1419 d
NR,ED02,Y_GE50,T,SK	6410 	6223 	6064 	5885 	5713 	5143 	4569 
NR,ED02,Y_GE50,T,TR	3579 	2941 	464 	312 	: 	1405 	1231 
NR,ED02,Y_GE50,T,UK	5699 bd	6392 	6606 	4889 	: d	13535 	16219 
NR,ED02,Y_GE65,F,AT	16 	13 	11 	11 	11 	8 	10 
NR,ED02,Y_GE65,F,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,F,BE	22 	19 	24 	24 	13 	14 d	17 
NR,ED02,Y_GE65,F,BG	0 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,F,CH	66 	56 	51 	38 	28 	28 	21 
NR,ED02,Y_GE65,F,CY	9 	7 	5 	1 	13 	0 	1 
NR,ED02,Y_GE65,F,CZ	489 	484 	335 	270 	242 	432 	210 
NR,ED02,Y_GE65,F,DE	1525 	1206 	910 	708 	531 	402 	308 
NR,ED02,Y_GE65,F,DK	263 d	401 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE65,F,EE	: d	: d	: d	: d	: d	: d	: d
NR,ED02,Y_GE65,F,EL	11 	10 	7 	3 	1 	0 	0 
NR,ED02,Y_GE65,F,ES	302 	312 	332 	369 	379 	408 	474 
NR,ED02,Y_GE65,F,EU27_2020	7639 d	7542 d	5259 d	3937 d	4041 d	3418 d	2939 d
NR,ED02,Y_GE65,F,EU28	7720 d	7625 d	5367 d	4054 d	: 	3727 d	3196 d
NR,ED02,Y_GE65,F,FI	51 	42 	42 	38 	30 	29 	23 
NR,ED02,Y_GE65,F,FR	73 	61 	38 	27 	27 	26 	27 
NR,ED02,Y_GE65,F,HR	11 	9 	8 	5 	4 	3 	5 d
NR,ED02,Y_GE65,F,HU	83 	54 	30 	26 	18 	17 	31 
NR,ED02,Y_GE65,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE65,F,IS	70 	63 	60 	52 	51 	44 	45 
NR,ED02,Y_GE65,F,IT	2362 	2401 	1308 	460 	1110 	1194 	1081 
NR,ED02,Y_GE65,F,LI	0 	0 	: 	0 	0 	2 	2 
NR,ED02,Y_GE65,F,LT	312 	297 	259 	252 	227 	232 d	189 d
NR,ED02,Y_GE65,F,LU	1 	0 	0 	0 	3 	2 	0 
NR,ED02,Y_GE65,F,LV	276 	270 	212 	199 	183 	156 	72 
NR,ED02,Y_GE65,F,ME	5 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,F,MK	: d	: d	3 d	: 	: d	: 	: d
NR,ED02,Y_GE65,F,MT	2 	4 	2 	4 	3 	4 	6 
NR,ED02,Y_GE65,F,NL	294 	181 	149 	135 	66 	51 	58 
NR,ED02,Y_GE65,F,NO	83 	74 	61 	34 	35 	: d	88 d
NR,ED02,Y_GE65,F,PL	533 	442 	346 	302 	257 	222 	179 
NR,ED02,Y_GE65,F,PT	77 	52 d	37 d	33 d	40 d	33 d	36 d
NR,ED02,Y_GE65,F,RO	292 	294 	240 	190 	158 	104 	80 
NR,ED02,Y_GE65,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,F,SE	491 	842 	828 	773 	654 	: d	75 
NR,ED02,Y_GE65,F,SI	0 	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED02,Y_GE65,F,SK	145 	141 	137 	101 	98 	68 	50 
NR,ED02,Y_GE65,F,TR	0 	0 	0 	0 	: 	1 	0 
NR,ED02,Y_GE65,F,UK	81 bd	83 	107 	117 	: d	309 	257 
NR,ED02,Y_GE65,M,AT	1 	0 	0 	2 	1 	1 	0 
NR,ED02,Y_GE65,M,BA	0 	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,M,BE	0 	0 	1 	0 	2 	2 d	2 
NR,ED02,Y_GE65,M,BG	0 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,CH	4 	3 	1 	1 	0 	2 	0 
NR,ED02,Y_GE65,M,CY	1 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,CZ	2 	2 	3 	2 	2 	1 	2 
NR,ED02,Y_GE65,M,DE	46 	46 	38 	29 	20 	20 	20 
NR,ED02,Y_GE65,M,DK	19 d	26 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE65,M,EE	: d	: d	: d	: d	: d	: d	1 d
NR,ED02,Y_GE65,M,EL	0 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,ES	35 	38 	33 	35 	33 	35 	26 
NR,ED02,Y_GE65,M,EU27_2020	291 d	274 d	215 d	181 d	138 d	105 d	103 d
NR,ED02,Y_GE65,M,EU28	333 d	294 d	220 d	183 d	: 	120 d	123 d
NR,ED02,Y_GE65,M,FI	2 	2 	1 	2 	2 	0 	0 
NR,ED02,Y_GE65,M,FR	10 	7 	2 	2 	3 	3 	1 
NR,ED02,Y_GE65,M,HR	0 	0 	1 	0 	0 	0 	0 d
NR,ED02,Y_GE65,M,HU	0 	0 	0 	0 	0 	0 	2 
NR,ED02,Y_GE65,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE65,M,IS	1 	1 	1 	2 	1 	1 	1 
NR,ED02,Y_GE65,M,IT	9 	8 	9 	5 	7 	3 	1 
NR,ED02,Y_GE65,M,LI	0 	0 	: 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,LT	2 	2 	0 	1 	0 	1 d	0 d
NR,ED02,Y_GE65,M,LU	0 	0 	0 	0 	0 	1 	0 
NR,ED02,Y_GE65,M,LV	1 	2 	1 	1 	0 	2 	1 
NR,ED02,Y_GE65,M,ME	0 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,M,MK	: d	: d	2 d	: 	: d	: 	: d
NR,ED02,Y_GE65,M,MT	0 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,NL	109 	81 	62 	46 	22 	16 	27 
NR,ED02,Y_GE65,M,NO	5 	4 	2 	5 	3 	: d	12 d
NR,ED02,Y_GE65,M,PL	27 	24 	29 	25 	21 	21 	15 
NR,ED02,Y_GE65,M,PT	2 	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED02,Y_GE65,M,RO	1 	1 	0 	0 	1 	0 	0 
NR,ED02,Y_GE65,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,M,SE	22 	35 	34 	29 	26 	: d	6 
NR,ED02,Y_GE65,M,SI	0 	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED02,Y_GE65,M,SK	1 	1 	1 	0 	0 	0 	0 
NR,ED02,Y_GE65,M,TR	0 	0 	0 	0 	: 	0 	0 
NR,ED02,Y_GE65,M,UK	42 bd	20 	5 	2 	: d	15 	20 
NR,ED02,Y_GE65,T,AT	17 	13 	11 	13 	12 	10 	10 
NR,ED02,Y_GE65,T,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,T,BE	22 	19 	25 	24 	15 	16 d	19 
NR,ED02,Y_GE65,T,BG	0 	0 	0 	0 	0 	0 	0 
NR,ED02,Y_GE65,T,CH	70 	59 	52 	39 	28 	30 	21 
NR,ED02,Y_GE65,T,CY	10 	7 	5 	1 	13 	0 	1 
NR,ED02,Y_GE65,T,CZ	491 	486 	337 	272 	243 	434 	212 
NR,ED02,Y_GE65,T,DE	1571 	1251 	948 	737 	550 	422 	328 
NR,ED02,Y_GE65,T,DK	282 d	427 b	: d	: 	: 	: 	: 
NR,ED02,Y_GE65,T,EE	: d	: d	: d	: d	: d	: d	: d
NR,ED02,Y_GE65,T,EL	11 	10 	7 	3 	1 	0 	0 
NR,ED02,Y_GE65,T,ES	337 	350 	365 	404 	412 	443 	500 
NR,ED02,Y_GE65,T,EU27_2020	7930 d	7816 d	5474 d	4118 d	4177 d	3523 d	3042 d
NR,ED02,Y_GE65,T,EU28	8053 d	7919 d	5587 d	4237 d	: 	3847 d	3319 d
NR,ED02,Y_GE65,T,FI	53 	44 	43 	40 	32 	29 	23 
NR,ED02,Y_GE65,T,FR	83 	68 	40 	29 	30 	29 	28 
NR,ED02,Y_GE65,T,HR	11 	9 	9 	5 	4 	3 	5 d
NR,ED02,Y_GE65,T,HU	83 	54 	30 	26 	18 	17 	33 
NR,ED02,Y_GE65,T,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_GE65,T,IS	71 	64 	61 	54 	52 	45 	46 
NR,ED02,Y_GE65,T,IT	2371 	2409 	1317 	465 	1117 	1197 	1082 
NR,ED02,Y_GE65,T,LI	0 	0 	: 	0 	0 	2 	2 
NR,ED02,Y_GE65,T,LT	314 	299 	259 	253 	227 	233 d	189 d
NR,ED02,Y_GE65,T,LU	1 	0 	0 	0 	3 	3 	0 
NR,ED02,Y_GE65,T,LV	277 	272 	213 	200 	183 	158 	73 
NR,ED02,Y_GE65,T,ME	5 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,T,MK	: d	: d	5 d	: 	: d	: 	: 
NR,ED02,Y_GE65,T,MT	2 	4 	2 	4 	3 	4 	6 
NR,ED02,Y_GE65,T,NL	403 	262 	211 	181 	88 	67 	85 
NR,ED02,Y_GE65,T,NO	88 	78 	63 	39 	38 	: d	100 d
NR,ED02,Y_GE65,T,PL	560 	466 	375 	327 	278 	243 	194 
NR,ED02,Y_GE65,T,PT	79 	52 d	37 d	33 d	40 d	33 d	36 d
NR,ED02,Y_GE65,T,RO	293 	295 	240 	190 	159 	104 	80 
NR,ED02,Y_GE65,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_GE65,T,SE	513 	877 	862 	802 	680 	: d	81 
NR,ED02,Y_GE65,T,SI	0 	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED02,Y_GE65,T,SK	146 	142 	138 	101 	98 	68 	50 
NR,ED02,Y_GE65,T,TR	0 	0 	0 	0 	: 	1 	0 
NR,ED02,Y_GE65,T,UK	123 bd	103 	112 	119 	: d	324 	277 
NR,ED02,Y_LT25,F,AT	3074 	3028 	2944 	2887 	2773 	2734 	2760 
NR,ED02,Y_LT25,F,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,F,BE	1705 	1824 	2092 	1618 	2560 	2689 d	2719 
NR,ED02,Y_LT25,F,BG	352 	335 	310 	286 	274 	250 	184 
NR,ED02,Y_LT25,F,CH	578 	614 	584 	664 	685 	669 	611 
NR,ED02,Y_LT25,F,CY	60 	75 	72 	68 	67 	81 	96 
NR,ED02,Y_LT25,F,CZ	1796 	1779 	1717 	1707 	1722 	2088 	1523 
NR,ED02,Y_LT25,F,DE	24884 	23664 	22562 	21622 	21492 	21049 	21138 
NR,ED02,Y_LT25,F,DK	4059 d	3188 b	: d	: 	: 	: 	: 
NR,ED02,Y_LT25,F,EE	: d	: d	: d	: d	: d	: d	347 d
NR,ED02,Y_LT25,F,EL	48 	39 	27 	55 	92 	2 	0 
NR,ED02,Y_LT25,F,ES	1519 	1552 	1889 	1915 	1394 	1682 	2129 
NR,ED02,Y_LT25,F,EU27_2020	53329 d	55917 d	51756 d	49020 d	46839 d	43176 d	43620 d
NR,ED02,Y_LT25,F,EU28	57689 d	57569 d	53237 d	50996 d	: 	48555 d	49612 d
NR,ED02,Y_LT25,F,FI	1115 	1146 	1010 	999 	958 	966 	946 
NR,ED02,Y_LT25,F,FR	3014 	3077 	3033 	2985 	2778 	2953 	1606 
NR,ED02,Y_LT25,F,HR	297 	198 	254 	208 	215 	295 	296 d
NR,ED02,Y_LT25,F,HU	953 	905 	959 	679 	555 	524 	582 
NR,ED02,Y_LT25,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_LT25,F,IS	507 	443 	428 	436 	450 	459 	381 
NR,ED02,Y_LT25,F,IT	52 	27 	26 	5 	5 	2 	0 
NR,ED02,Y_LT25,F,LI	3 	6 	: 	6 	3 	5 	5 
NR,ED02,Y_LT25,F,LT	356 	285 	256 	332 	289 	337 d	307 d
NR,ED02,Y_LT25,F,LU	48 	45 	40 	75 	64 	69 	96 
NR,ED02,Y_LT25,F,LV	338 	371 	409 	429 	428 	401 	330 
NR,ED02,Y_LT25,F,ME	18 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,F,MK	: d	: d	46 d	: 	: d	: 	: d
NR,ED02,Y_LT25,F,MT	122 	103 	139 	144 	125 	105 	96 
NR,ED02,Y_LT25,F,NL	1283 	1163 	1148 	1151 	1226 	1267 	1591 
NR,ED02,Y_LT25,F,NO	529 	470 	482 	452 	382 	: d	1472 d
NR,ED02,Y_LT25,F,PL	4198 	4072 	4077 	3959 	4228 	3967 	3726 
NR,ED02,Y_LT25,F,PT	47 	47 d	57 d	75 d	65 d	87 d	90 d
NR,ED02,Y_LT25,F,RO	2956 	2700 	2329 	2236 	2524 	2794 	2919 
NR,ED02,Y_LT25,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,F,SE	417 	5531 	5684 	4747 	4041 	: d	161 
NR,ED02,Y_LT25,F,SI	127 	270 d	242 d	206 d	274 d	312 d	417 d
NR,ED02,Y_LT25,F,SK	508 	493 	480 	465 	453 	617 	567 
NR,ED02,Y_LT25,F,TR	4226 	1938 	561 	1017 	: 	4774 	5684 
NR,ED02,Y_LT25,F,UK	4360 bd	1652 	1481 	1976 	: d	5379 	5992 
NR,ED02,Y_LT25,M,AT	43 	40 	49 	38 	29 	27 	24 
NR,ED02,Y_LT25,M,BA	1 	: 	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,M,BE	77 	107 	96 	78 	121 	130 d	138 
NR,ED02,Y_LT25,M,BG	1 	3 	1 	0 	1 	0 	0 
NR,ED02,Y_LT25,M,CH	14 	14 	17 	16 	12 	8 	4 
NR,ED02,Y_LT25,M,CY	0 	0 	0 	0 	1 	0 	1 
NR,ED02,Y_LT25,M,CZ	11 	11 	12 	12 	13 	16 	22 
NR,ED02,Y_LT25,M,DE	1848 	1606 	1423 	1208 	1168 	1071 	954 
NR,ED02,Y_LT25,M,DK	1126 d	1021 b	: d	: 	: 	: 	: 
NR,ED02,Y_LT25,M,EE	: d	: d	: d	: d	: d	: d	5 d
NR,ED02,Y_LT25,M,EL	0 	0 	1 	0 	0 	0 	0 
NR,ED02,Y_LT25,M,ES	61 	59 	67 	72 	58 	73 	50 
NR,ED02,Y_LT25,M,EU27_2020	3698 d	3989 d	2879 d	2628 d	2265 d	1552 d	1671 d
NR,ED02,Y_LT25,M,EU28	3829 d	4037 d	2910 d	2668 d	: 	1687 d	2392 d
NR,ED02,Y_LT25,M,FI	33 	29 	24 	21 	27 	24 	19 
NR,ED02,Y_LT25,M,FR	236 	238 	209 	224 	219 	226 	97 
NR,ED02,Y_LT25,M,HR	4 	2 	0 	1 	3 	5 d	2 d
NR,ED02,Y_LT25,M,HU	8 	4 	12 	14 	1 	4 	7 
NR,ED02,Y_LT25,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED02,Y_LT25,M,IS	83 	69 	60 	64 	84 	86 	89 
NR,ED02,Y_LT25,M,IT	2 	3 	4 	0 	1 	0 	0 
NR,ED02,Y_LT25,M,LI	0 	0 	: 	0 	0 	0 	0 
NR,ED02,Y_LT25,M,LT	13 	6 	6 	8 	7 	7 d	6 d
NR,ED02,Y_LT25,M,LU	7 	5 	1 	6 	6 	5 	10 
NR,ED02,Y_LT25,M,LV	11 	6 	3 	2 	4 	6 	6 
NR,ED02,Y_LT25,M,ME	0 d	: d	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,M,MK	: d	: d	7 d	: 	: d	: 	: d
NR,ED02,Y_LT25,M,MT	1 	3 	3 	4 	1 	0 	0 
NR,ED02,Y_LT25,M,NL	140 	97 	103 	127 	96 	105 	117 
NR,ED02,Y_LT25,M,NO	60 	51 	51 	51 	36 	: d	136 d
NR,ED02,Y_LT25,M,PL	27 	32 	36 	51 	51 	26 	24 
NR,ED02,Y_LT25,M,PT	1 	0 d	0 d	2 d	1 d	1 d	0 d
NR,ED02,Y_LT25,M,RO	9 	6 	6 	4 	9 	14 	12 
NR,ED02,Y_LT25,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,M,SE	30 	691 	807 	693 	572 	: d	86 
NR,ED02,Y_LT25,M,SI	6 	17 d	14 d	10 d	11 d	9 d	19 d
NR,ED02,Y_LT25,M,SK	2 	2 	2 	8 	6 	9 	7 
NR,ED02,Y_LT25,M,TR	227 	124 	78 	184 	: 	484 	481 
NR,ED02,Y_LT25,M,UK	131 bd	49 	31 	40 	: d	135 	721 
NR,ED02,Y_LT25,T,AT	3117 	3068 	2993 	2926 	2802 	2761 	2784 
NR,ED02,Y_LT25,T,BA	: d	: 	: 	: 	: 	: 	: 
NR,ED02,Y_LT25,T,BE	1782 	1931 	2188 	1696 	2681 	2819 d	2857 
NR,ED02,Y_LT25,T,BG	353 	338 	311 	286 	275 	250 	184 
NR,ED02,Y_LT25,T,CH	592 	628 	601 	680 	697 	677 	615 
NR,ED02,Y_LT25,T,CY	60 	75 	72 	68 	68 	81 	97 
NR,ED02,Y_LT25,T,CZ	1807 	1790 	1729 	1719 	1735 	2104 	1545 
